Row	Sample	Anon Student Id	Problem Hierarchy	Problem Name	Problem View	Step Name	Step Start Time	First Transaction Time	Correct Transaction Time	Step End Time	Step Duration (sec)	Correct Step Duration (sec)	Error Step Duration (sec)	First Attempt	Incorrects	Hints	Corrects	Condition	KC (Default)	Opportunity (Default)	Predicted Error Rate (Default)
7162	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccq2qtopicv=iprept2fem73=snqxwk, Unit msm-distance-midpoint, Section msm-distmidpt-1"	distslopemidpt1-026	2	Distance Midpoint Worksheet:R4C6	5/22/2016 20:04	5/22/2016 20:04	5/22/2016 20:04	5/22/2016 20:04	2	2	.	correct	0	0	1	.	Find length of horizontal leg	18	
7163	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccq2qtopicv=iprept2fem73=snqxwk, Unit msm-distance-midpoint, Section msm-distmidpt-1"	distslopemidpt1-026	2	Distance Midpoint Worksheet:R4C7	5/22/2016 20:04	5/22/2016 20:04	5/22/2016 20:04	5/22/2016 20:04	15	15	.	correct	0	0	1	.	Find length using points across quadrants~~Enter calculated hypotenuse - noncontextual - horizontal leg	4~~18	
7164	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccq2qtopicv=iprept2fem73=snqxwk, Unit msm-distance-midpoint, Section msm-distmidpt-1"	distslopemidpt1-164	1	Distance Midpoint Worksheet:R4C2	5/22/2016 20:04	5/22/2016 20:04	5/22/2016 20:05	5/22/2016 20:05	27	.	27	incorrect	1	0	1	.	Enter given point	104	
7165	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccq2qtopicv=iprept2fem73=snqxwk, Unit msm-distance-midpoint, Section msm-distmidpt-1"	distslopemidpt1-164	1	Distance Midpoint Worksheet:R4C3	5/22/2016 20:05	5/22/2016 20:05	5/22/2016 20:05	5/22/2016 20:05	19	.	19	incorrect	1	0	1	.	Enter given point	105	
7166	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccq2qtopicv=iprept2fem73=snqxwk, Unit msm-distance-midpoint, Section msm-distmidpt-1"	distslopemidpt1-164	1	Distance Midpoint Worksheet:R4C4	5/22/2016 20:05	5/22/2016 20:05	5/22/2016 20:05	5/22/2016 20:05	17	17	.	correct	0	0	1	.	Find coordinates of point C	19	
7167	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccq2qtopicv=iprept2fem73=snqxwk, Unit msm-distance-midpoint, Section msm-distmidpt-1"	distslopemidpt1-164	1	Distance Midpoint Worksheet:R4C5	5/22/2016 20:05	5/22/2016 20:05	5/22/2016 20:05	5/22/2016 20:05	16	.	16	incorrect	1	0	1	.	Find length of vertical leg	20	
7168	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccq2qtopicv=iprept2fem73=snqxwk, Unit msm-distance-midpoint, Section msm-distmidpt-1"	distslopemidpt1-164	1	Distance Midpoint Worksheet:R4C6	5/22/2016 20:05	5/22/2016 20:06	5/22/2016 20:06	5/22/2016 20:06	16	16	.	correct	0	0	1	.	Find length of horizontal leg	19	
7169	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccq2qtopicv=iprept2fem73=snqxwk, Unit msm-distance-midpoint, Section msm-distmidpt-1"	distslopemidpt1-164	1	Distance Midpoint Worksheet:R4C7	5/22/2016 20:06	5/22/2016 20:06	5/22/2016 20:06	5/22/2016 20:06	13	13	.	correct	0	0	1	.	Find length using points in quadrants 2 or 4~~Enter calculated hypotenuse - noncontextual - horizontal leg	3~~19	
7170	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccq2qtopicv=iprept2fem73=snqxwk, Unit msm-distance-midpoint, Section msm-distmidpt-2"	distslopemidpt2-018	1	Distance Midpoint Worksheet:R4C2	5/22/2016 20:06	5/22/2016 20:06	5/22/2016 20:06	5/22/2016 20:06	14	14	.	correct	0	0	1	.	Enter given point	106	
7171	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccq2qtopicv=iprept2fem73=snqxwk, Unit msm-distance-midpoint, Section msm-distmidpt-2"	distslopemidpt2-018	1	Distance Midpoint Worksheet:R4C3	5/22/2016 20:06	5/22/2016 20:07	5/22/2016 20:07	5/22/2016 20:07	7	7	.	correct	0	0	1	.	Enter given point	107	
7172	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccq2qtopicv=iprept2fem73=snqxwk, Unit msm-distance-midpoint, Section msm-distmidpt-2"	distslopemidpt2-018	1	Distance Midpoint Worksheet:R4C4	5/22/2016 20:07	5/22/2016 20:09	5/22/2016 20:15	5/22/2016 20:15	499	.	499	incorrect	2	0	1	.	Enter calculated hypotenuse - noncontextual - horizontal leg	20	
7173	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccq2qtopicv=iprept2fem73=snqxwk, Unit msm-distance-midpoint, Section msm-distmidpt-2"	distslopemidpt2-018	1	Distance Midpoint Scenario:Xdiff	5/22/2016 20:15	5/22/2016 20:15	5/22/2016 20:15	5/22/2016 20:15	16	16	.	correct	0	0	1	.	Find length of horizontal leg~~Find difference of x-coordinates	20~~27	
7174	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccq2qtopicv=iprept2fem73=snqxwk, Unit msm-distance-midpoint, Section msm-distmidpt-2"	distslopemidpt2-018	1	Distance Midpoint Scenario:Ydiff	5/22/2016 20:15	5/22/2016 20:15	5/22/2016 20:15	5/22/2016 20:15	16	.	16	incorrect	1	0	1	.	Find length of vertical leg~~Find difference of y-coordinates	21~~26	
7175	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccq2qtopicv=iprept2fem73=snqxwk, Unit msm-distance-midpoint, Section msm-distmidpt-2"	distslopemidpt2-018	1	Distance Midpoint Scenario:EquationDistance	5/22/2016 20:15	5/22/2016 20:16	5/22/2016 20:16	5/22/2016 20:16	38	.	38	incorrect	2	0	1	.	Enter calculated hypotenuse - noncontextual - horizontal leg	21	
7176	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccq2qtopicv=iprept2fem73=snqxwk, Unit msm-distance-midpoint, Section msm-distmidpt-2"	distslopemidpt2-017	1	Distance Midpoint Worksheet:R4C2	5/22/2016 20:16	5/22/2016 20:17	5/22/2016 20:18	5/22/2016 20:18	91	.	91	incorrect	3	2	1	.	Enter given point	108	
7177	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccq2qtopicv=iprept2fem73=snqxwk, Unit msm-distance-midpoint, Section msm-distmidpt-2"	distslopemidpt2-017	1	Distance Midpoint Worksheet:R4C3	5/22/2016 20:18	5/22/2016 20:18	5/22/2016 20:18	5/22/2016 20:18	15	15	.	correct	0	0	1	.	Enter given point	109	
7178	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccq2qtopicv=iprept2fem73=snqxwk, Unit msm-distance-midpoint, Section msm-distmidpt-2"	distslopemidpt2-017	1	Distance Midpoint Scenario:Xdiff	5/22/2016 20:19	5/22/2016 20:19		5/22/2016 20:19	9	.	9	incorrect	1	0	0	.	Find length of horizontal leg~~Find difference of x-coordinates	21~~28	
7179	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccq2qtopicv=iprept2fem73=snqxwk, Unit msm-distance-midpoint, Section msm-distmidpt-2"	distslopemidpt2-017	1	Distance Midpoint Worksheet:R4C4	5/22/2016 20:18	5/22/2016 20:19		5/22/2016 20:19	54	.	54	incorrect	1	3	0	.	Enter calculated hypotenuse - noncontextual - horizontal leg	22	
7180	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccq2qtopicv=iprept2fem73=snqxwk, Unit msm-distance-midpoint, Section msm-distmidpt-2"	distslopemidpt2-018	2	Distance Midpoint Worksheet:R4C2	5/23/2016 13:33	5/23/2016 13:33	5/23/2016 13:33	5/23/2016 13:33	4.5	4.5	.	correct	0	0	1	.	Enter given point	110	
7181	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccq2qtopicv=iprept2fem73=snqxwk, Unit msm-distance-midpoint, Section msm-distmidpt-2"	distslopemidpt2-018	2	Distance Midpoint Worksheet:R4C3	5/23/2016 13:33	5/23/2016 13:33	5/23/2016 13:33	5/23/2016 13:33	4.5	4.5	.	correct	0	0	1	.	Enter given point	111	
7182	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccq2qtopicv=iprept2fem73=snqxwk, Unit msm-distance-midpoint, Section msm-distmidpt-2"	distslopemidpt2-018	2	Distance Midpoint Worksheet:R4C4	5/23/2016 13:33	5/23/2016 13:33	5/23/2016 13:33	5/23/2016 13:33	0.429	0.429	.	correct	2	0	1	.	Enter calculated hypotenuse - noncontextual - horizontal leg	23	
7183	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccq2qtopicv=iprept2fem73=snqxwk, Unit msm-distance-midpoint, Section msm-distmidpt-2"	distslopemidpt2-018	2	Distance Midpoint Scenario:Xdiff	5/23/2016 13:33	5/23/2016 13:33	5/23/2016 13:33	5/23/2016 13:33	0.143	0.143	.	correct	0	0	1	.	Find length of horizontal leg~~Find difference of x-coordinates	22~~29	
7184	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccq2qtopicv=iprept2fem73=snqxwk, Unit msm-distance-midpoint, Section msm-distmidpt-2"	distslopemidpt2-018	2	Distance Midpoint Scenario:Ydiff	5/23/2016 13:33	5/23/2016 13:33	5/23/2016 13:33	5/23/2016 13:33	0.286	.	0.286	incorrect	1	0	1	.	Find length of vertical leg~~Find difference of y-coordinates	22~~27	
7185	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccq2qtopicv=iprept2fem73=snqxwk, Unit msm-distance-midpoint, Section msm-distmidpt-2"	distslopemidpt2-018	2	Distance Midpoint Scenario:EquationDistance	5/23/2016 13:33	5/23/2016 13:33	5/23/2016 13:33	5/23/2016 13:33	1.143	.	1.143	incorrect	2	0	1	.	Enter calculated hypotenuse - noncontextual - horizontal leg	24	
7186	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccq2qtopicv=iprept2fem73=snqxwk, Unit msm-distance-midpoint, Section msm-distmidpt-2"	distslopemidpt2-017	2	Distance Midpoint Worksheet:R4C4	5/23/2016 13:33	5/23/2016 13:34	5/23/2016 13:36	5/23/2016 13:36	187.999	.	187.999	hint	2	5	1	.	Enter calculated hypotenuse - noncontextual - horizontal leg	25	
7187	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccq2qtopicv=iprept2fem73=snqxwk, Unit msm-distance-midpoint, Section msm-distmidpt-2"	distslopemidpt2-017	2	Distance Midpoint Scenario:Xdiff	5/23/2016 13:36	5/23/2016 13:37	5/23/2016 13:38	5/23/2016 13:38	69	.	69	incorrect	1	2	1	.	Find length of horizontal leg~~Find difference of x-coordinates	23~~30	
7188	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccq2qtopicv=iprept2fem73=snqxwk, Unit msm-distance-midpoint, Section msm-distmidpt-2"	distslopemidpt2-017	2	Distance Midpoint Scenario:Ydiff	5/23/2016 13:38	5/23/2016 13:38	5/23/2016 13:39	5/23/2016 13:39	99	.	99	incorrect	2	2	1	.	Find length of vertical leg~~Find difference of y-coordinates	23~~28	
7189	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccq2qtopicv=iprept2fem73=snqxwk, Unit msm-distance-midpoint, Section msm-distmidpt-2"	distslopemidpt2-017	2	Distance Midpoint Scenario:EquationDistance	5/23/2016 13:38	5/23/2016 13:38	5/23/2016 13:40	5/23/2016 13:40	57	.	57	incorrect	2	4	1	.	Enter calculated hypotenuse - noncontextual - horizontal leg	26	
7190	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccq2qtopicv=iprept2fem73=snqxwk, Unit msm-distance-midpoint, Section msm-distmidpt-2"	distslopemidpt2-127	1	Distance Midpoint Worksheet:R4C2	5/23/2016 13:40	5/23/2016 13:41	5/23/2016 13:41	5/23/2016 13:41	33	33	.	correct	0	0	1	.	Enter given point	112	
7191	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccq2qtopicv=iprept2fem73=snqxwk, Unit msm-distance-midpoint, Section msm-distmidpt-2"	distslopemidpt2-127	1	Distance Midpoint Worksheet:R4C3	5/23/2016 13:41	5/23/2016 13:41	5/23/2016 13:41	5/23/2016 13:41	14	14	.	correct	0	0	1	.	Enter given point	113	
7192	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccq2qtopicv=iprept2fem73=snqxwk, Unit msm-distance-midpoint, Section msm-distmidpt-2"	distslopemidpt2-127	1	Distance Midpoint Worksheet:R4C4	5/23/2016 13:41	5/23/2016 13:43	5/23/2016 13:48	5/23/2016 13:48	388	.	388	incorrect	4	2	1	.	Enter calculated hypotenuse - noncontextual - horizontal leg	27	
7193	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccq2qtopicv=iprept2fem73=snqxwk, Unit msm-distance-midpoint, Section msm-distmidpt-2"	distslopemidpt2-127	1	Distance Midpoint Scenario:Xdiff	5/23/2016 13:48	5/23/2016 13:48	5/23/2016 13:48	5/23/2016 13:48	47	.	47	incorrect	3	2	1	.	Find length of horizontal leg~~Find difference of x-coordinates	24~~31	
7194	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccq2qtopicv=iprept2fem73=snqxwk, Unit msm-distance-midpoint, Section msm-distmidpt-2"	distslopemidpt2-127	1	Distance Midpoint Scenario:Ydiff	5/23/2016 13:48	5/23/2016 13:49	5/23/2016 13:49	5/23/2016 13:49	8	8	.	correct	0	0	1	.	Find length of vertical leg~~Find difference of y-coordinates	24~~29	
7195	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccq2qtopicv=iprept2fem73=snqxwk, Unit msm-distance-midpoint, Section msm-distmidpt-2"	distslopemidpt2-127	1	Distance Midpoint Scenario:EquationDistance	5/23/2016 13:49	5/23/2016 13:49	5/23/2016 13:49	5/23/2016 13:49	9	9	.	correct	0	0	1	.	Enter calculated hypotenuse - noncontextual - horizontal leg	28	
7196	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccq2qtopicv=iprept2fem73=snqxwk, Unit msm-distance-midpoint, Section msm-distmidpt-2"	distslopemidpt2-065	1	Distance Midpoint Worksheet:R4C2	5/23/2016 13:49	5/23/2016 13:49	5/23/2016 13:49	5/23/2016 13:49	9	9	.	correct	0	0	1	.	Enter given point	114	
7197	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccq2qtopicv=iprept2fem73=snqxwk, Unit msm-distance-midpoint, Section msm-distmidpt-2"	distslopemidpt2-065	1	Distance Midpoint Worksheet:R4C3	5/23/2016 13:49	5/23/2016 13:49	5/23/2016 13:49	5/23/2016 13:49	6	6	.	correct	0	0	1	.	Enter given point	115	
7198	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccq2qtopicv=iprept2fem73=snqxwk, Unit msm-distance-midpoint, Section msm-distmidpt-2"	distslopemidpt2-065	1	Distance Midpoint Worksheet:R4C4	5/23/2016 13:49	5/23/2016 13:50		5/23/2016 13:50	58	.	58	incorrect	2	0	0	.	Enter calculated hypotenuse - noncontextual - horizontal leg	29	
7199	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccq2qtopicv=iprept2fem73=snqxwk, Unit msm-distance-midpoint, Section msm-distmidpt-2"	distslopemidpt2-018	3	Distance Midpoint Worksheet:R4C2	5/25/2016 9:35	5/25/2016 9:36	5/25/2016 9:36	5/25/2016 9:36	3.667	3.667	.	correct	0	0	1	.	Enter given point	116	
7200	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccq2qtopicv=iprept2fem73=snqxwk, Unit msm-distance-midpoint, Section msm-distmidpt-2"	distslopemidpt2-018	3	Distance Midpoint Worksheet:R4C3	5/25/2016 9:35	5/25/2016 9:36	5/25/2016 9:36	5/25/2016 9:36	3.667	3.667	.	correct	0	0	1	.	Enter given point	117	
7201	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccq2qtopicv=iprept2fem73=snqxwk, Unit msm-distance-midpoint, Section msm-distmidpt-2"	distslopemidpt2-018	3	Distance Midpoint Worksheet:R4C4	5/25/2016 9:35	5/25/2016 9:36	5/25/2016 9:36	5/25/2016 9:36	3.917	.	3.917	incorrect	2	0	1	.	Enter calculated hypotenuse - noncontextual - horizontal leg	30	
7202	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccq2qtopicv=iprept2fem73=snqxwk, Unit msm-distance-midpoint, Section msm-distmidpt-2"	distslopemidpt2-018	3	Distance Midpoint Scenario:Xdiff	5/25/2016 9:36	5/25/2016 9:36	5/25/2016 9:36	5/25/2016 9:36	0.125	0.125	.	correct	0	0	1	.	Find length of horizontal leg~~Find difference of x-coordinates	25~~32	
7203	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccq2qtopicv=iprept2fem73=snqxwk, Unit msm-distance-midpoint, Section msm-distmidpt-2"	distslopemidpt2-018	3	Distance Midpoint Scenario:Ydiff	5/25/2016 9:36	5/25/2016 9:36	5/25/2016 9:36	5/25/2016 9:36	0.25	.	0.25	incorrect	1	0	1	.	Find length of vertical leg~~Find difference of y-coordinates	25~~30	
7204	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccq2qtopicv=iprept2fem73=snqxwk, Unit msm-distance-midpoint, Section msm-distmidpt-2"	distslopemidpt2-018	3	Distance Midpoint Scenario:EquationDistance	5/25/2016 9:36	5/25/2016 9:36	5/25/2016 9:36	5/25/2016 9:36	0.375	0.375	.	correct	2	0	1	.	Enter calculated hypotenuse - noncontextual - horizontal leg	31	
7205	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccq2qtopicv=iprept2fem73=snqxwk, Unit msm-distance-midpoint, Section msm-distmidpt-2"	distslopemidpt2-065	2	Distance Midpoint Worksheet:R4C4	5/25/2016 9:36	5/25/2016 9:37	5/25/2016 9:39	5/25/2016 9:39	192	.	192	incorrect	2	3	1	.	Enter calculated hypotenuse - noncontextual - horizontal leg	32	
7206	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccq2qtopicv=iprept2fem73=snqxwk, Unit msm-distance-midpoint, Section msm-distmidpt-2"	distslopemidpt2-065	2	Distance Midpoint Scenario:EquationDistance	5/25/2016 9:39	5/25/2016 9:39	5/25/2016 9:39	5/25/2016 9:39	14	14	.	correct	0	0	1	.	Enter calculated hypotenuse - noncontextual - horizontal leg	33	
7207	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccq2qtopicv=iprept2fem73=snqxwk, Unit msm-distance-midpoint, Section msm-distmidpt-2"	distslopemidpt2-065	2	Distance Midpoint Scenario:Xdiff	5/25/2016 9:39	5/25/2016 9:39	5/25/2016 9:39	5/25/2016 9:39	5	5	.	correct	0	0	1	.	Find length of horizontal leg~~Find difference of x-coordinates	26~~33	
7208	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccq2qtopicv=iprept2fem73=snqxwk, Unit msm-distance-midpoint, Section msm-distmidpt-2"	distslopemidpt2-065	2	Distance Midpoint Scenario:Ydiff	5/25/2016 9:39	5/25/2016 9:39	5/25/2016 9:39	5/25/2016 9:39	3	3	.	correct	0	0	1	.	Find length of vertical leg~~Find difference of y-coordinates	26~~31	
7209	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccq2qtopicv=iprept2fem73=snqxwk, Unit msm-distance-midpoint, Section msm-distmidpt-2"	distslopemidpt2-131	1	Distance Midpoint Worksheet:R4C2	5/25/2016 9:39	5/25/2016 9:39	5/25/2016 9:39	5/25/2016 9:39	10	10	.	correct	0	0	1	.	Enter given point	118	
7210	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccq2qtopicv=iprept2fem73=snqxwk, Unit msm-distance-midpoint, Section msm-distmidpt-2"	distslopemidpt2-131	1	Distance Midpoint Worksheet:R4C3	5/25/2016 9:39	5/25/2016 9:40	5/25/2016 9:40	5/25/2016 9:40	15	.	15	incorrect	1	0	1	.	Enter given point	119	
7211	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccq2qtopicv=iprept2fem73=snqxwk, Unit msm-distance-midpoint, Section msm-distmidpt-2"	distslopemidpt2-131	1	Distance Midpoint Worksheet:R4C4	5/25/2016 9:40	5/25/2016 9:41	5/25/2016 9:41	5/25/2016 9:41	108	108	.	correct	0	0	1	.	Enter calculated hypotenuse - noncontextual - horizontal leg	34	
7212	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccq2qtopicv=iprept2fem73=snqxwk, Unit msm-distance-midpoint, Section msm-distmidpt-2"	distslopemidpt2-131	1	Distance Midpoint Scenario:EquationDistance	5/25/2016 9:41	5/25/2016 9:42	5/25/2016 9:42	5/25/2016 9:42	11	11	.	correct	0	0	1	.	Enter calculated hypotenuse - noncontextual - horizontal leg	35	
7213	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccq2qtopicv=iprept2fem73=snqxwk, Unit msm-distance-midpoint, Section msm-distmidpt-2"	distslopemidpt2-131	1	Distance Midpoint Scenario:Xdiff	5/25/2016 9:42	5/25/2016 9:42	5/25/2016 9:42	5/25/2016 9:42	8	8	.	correct	0	0	1	.	Find length of horizontal leg~~Find difference of x-coordinates	27~~34	
7214	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccq2qtopicv=iprept2fem73=snqxwk, Unit msm-distance-midpoint, Section msm-distmidpt-2"	distslopemidpt2-131	1	Distance Midpoint Scenario:Ydiff	5/25/2016 9:42	5/25/2016 9:42	5/25/2016 9:42	5/25/2016 9:42	7	7	.	correct	0	0	1	.	Find length of vertical leg~~Find difference of y-coordinates	27~~32	
7215	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccq2qtopicv=iprept2fem73=snqxwk, Unit msm-distance-midpoint, Section msm-distmidpt-2"	distslopemidpt2-158	1	Distance Midpoint Worksheet:R4C2	5/25/2016 9:42	5/25/2016 9:43	5/25/2016 9:44	5/25/2016 9:44	99	.	99	incorrect	1	0	1	.	Enter given point	120	
7216	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccq2qtopicv=iprept2fem73=snqxwk, Unit msm-distance-midpoint, Section msm-distmidpt-2"	distslopemidpt2-158	1	Distance Midpoint Worksheet:R4C3	5/25/2016 9:44	5/25/2016 9:45	5/25/2016 9:45	5/25/2016 9:45	90	.	90	incorrect	1	0	1	.	Enter given point	121	
7217	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccq2qtopicv=iprept2fem73=snqxwk, Unit msm-distance-midpoint, Section msm-distmidpt-2"	distslopemidpt2-158	1	Distance Midpoint Worksheet:R4C4	5/25/2016 9:45	5/25/2016 9:46	5/25/2016 9:48	5/25/2016 9:48	200	.	200	incorrect	4	4	1	.	Enter calculated hypotenuse - noncontextual - horizontal leg	36	
7218	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccq2qtopicv=iprept2fem73=snqxwk, Unit msm-distance-midpoint, Section msm-distmidpt-2"	distslopemidpt2-158	1	Distance Midpoint Scenario:EquationDistance	5/25/2016 9:48	5/25/2016 9:49	5/25/2016 9:49	5/25/2016 9:49	6	6	.	correct	0	0	1	.	Enter calculated hypotenuse - noncontextual - horizontal leg	37	
7219	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccq2qtopicv=iprept2fem73=snqxwk, Unit msm-distance-midpoint, Section msm-distmidpt-2"	distslopemidpt2-158	1	Distance Midpoint Scenario:Xdiff	5/25/2016 9:49	5/25/2016 9:49	5/25/2016 9:49	5/25/2016 9:49	47	.	47	incorrect	1	2	1	.	Find length of horizontal leg~~Find difference of x-coordinates	28~~35	
7220	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccq2qtopicv=iprept2fem73=snqxwk, Unit msm-distance-midpoint, Section msm-distmidpt-2"	distslopemidpt2-158	1	Distance Midpoint Scenario:Ydiff	5/25/2016 9:49	5/25/2016 9:50	5/25/2016 9:50	5/25/2016 9:50	36	36	.	correct	0	0	1	.	Find length of vertical leg~~Find difference of y-coordinates	28~~33	
7221	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccq2qtopicv=iprept2fem73=snqxwk, Unit msm-distance-midpoint, Section msm-distmidpt-2"	distslopemidpt2-050	1	Distance Midpoint Worksheet:R4C2	5/25/2016 9:50	5/25/2016 9:51	5/25/2016 9:51	5/25/2016 9:51	50	.	50	incorrect	2	0	1	.	Enter given point	122	
7222	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccq2qtopicv=iprept2fem73=snqxwk, Unit msm-distance-midpoint, Section msm-distmidpt-2"	distslopemidpt2-050	1	Distance Midpoint Worksheet:R4C3	5/25/2016 9:51	5/25/2016 9:51	5/25/2016 9:51	5/25/2016 9:51	17	17	.	correct	0	0	1	.	Enter given point	123	
7223	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccq2qtopicv=iprept2fem73=snqxwk, Unit msm-distance-midpoint, Section msm-distmidpt-2"	distslopemidpt2-050	1	Distance Midpoint Worksheet:R4C4	5/25/2016 9:51	5/25/2016 9:54	5/25/2016 9:57	5/25/2016 9:57	340	.	340	incorrect	2	3	1	.	Enter calculated hypotenuse - noncontextual - horizontal leg	38	
7224	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccq2qtopicv=iprept2fem73=snqxwk, Unit msm-distance-midpoint, Section msm-distmidpt-2"	distslopemidpt2-050	1	Distance Midpoint Scenario:EquationDistance	5/25/2016 9:57	5/25/2016 9:57	5/25/2016 9:57	5/25/2016 9:57	13	13	.	correct	0	0	1	.	Enter calculated hypotenuse - noncontextual - horizontal leg	39	
7225	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccq2qtopicv=iprept2fem73=snqxwk, Unit msm-distance-midpoint, Section msm-distmidpt-2"	distslopemidpt2-050	1	Distance Midpoint Scenario:Xdiff	5/25/2016 9:57	5/25/2016 9:57	5/25/2016 9:57	5/25/2016 9:57	9	9	.	correct	0	0	1	.	Find length of horizontal leg~~Find difference of x-coordinates	29~~36	
7226	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccq2qtopicv=iprept2fem73=snqxwk, Unit msm-distance-midpoint, Section msm-distmidpt-2"	distslopemidpt2-050	1	Distance Midpoint Scenario:Ydiff	5/25/2016 9:57	5/25/2016 9:58	5/25/2016 9:58	5/25/2016 9:58	34	34	.	correct	0	0	1	.	Find length of vertical leg~~Find difference of y-coordinates	29~~34	
7227	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccq2qtopicv=iprept2fem73=snqxwk, Unit msm-distance-midpoint, Section msm-distmidpt-2"	distslopemidpt2-144	1	Distance Midpoint Worksheet:R4C2	5/25/2016 9:58	5/25/2016 9:59	5/25/2016 9:59	5/25/2016 9:59	57	57	.	correct	0	0	1	.	Enter given point	124	
7228	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccq2qtopicv=iprept2fem73=snqxwk, Unit msm-distance-midpoint, Section msm-distmidpt-2"	distslopemidpt2-144	1	Distance Midpoint Worksheet:R4C3	5/25/2016 9:59	5/25/2016 9:59	5/25/2016 9:59	5/25/2016 9:59	5	5	.	correct	0	0	1	.	Enter given point	125	
